kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_prad,koi_prad_err1,koi_prad_err2,koi_impact,koi_dor,koi_sma,koi_srho,koi_teq,koi_insol,koi_model_snr,koi_num_transits,koi_max_mult_ev,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_kepmag,koi_sparprov,koi_fittype,koi_dikco_msky
10000891,K00891.01,,FALSE POSITIVE,FALSE POSITIVE,0.009411052307609382,0,1,0,0,8.914254901200021,0.0008914254901200021,-0.0008914254901200021,0.1511021036048875,0.0075551051802443744,-0.0075551051802443744,185363.82322154247,14829.105857723398,-14829.105857723398,0.43080991813952585,40.29300775316674,9.879228911771527,-9.879228911771527,1.0025115646056189,20.150336547180302,0.08034531240774251,1.310833240793665,827.2208963795749,111.46780914010392,8000.0,157,7592.05605979335,3,5740.99677774326,200.0,-200.0,4.511644385317894,0.8574589050788021,0.21023580214223886,-0.21023580214223886,0.87074699335674,13.852647449048265,KIC,LS+MCMC,0.4053885150185126
10000891,K00891.02,Kepler-1198 b,CONFIRMED,CANDIDATE,0.9515469884573536,0,0,0,0,37.875215274525765,0.0037875215274525767,-0.0037875215274525767,5.401527357060287,0.27007636785301437,-0.27007636785301437,287.0011515384951,22.96009212307961,-22.96009212307961,0.015192483957850462,1.4209303178235406,0.3158288234021794,-0.3158288234021794,0.16194408297778085,52.860225524741864,0.21076925061697868,1.8046663287652742,510.73796619808184,16.197800661792797,29.081637168091248,36,34.770496473635475,3,5740.99677774326,200.0,-200.0,4.511644385317894,0.8574589050788021,0.1905865711427447,-0.1905865711427447,,13.424832270549613,KIC,LS+MCMC,0.20779676726802576
10000891,K00891.03,,FALSE POSITIVE,FALSE POSITIVE,0.19014043723308652,0,1,0,0,0.3,3e-05,-3e-05,0.7714186880763005,0.03857093440381503,-0.03857093440381503,97785.61501307704,7822.849201046163,-7822.849201046163,0.29482826415895985,27.574846895150305,2.594686218913053,-2.594686218913053,0.7072223998266626,2.100421434416304,0.008374997407162986,1.857909049832716,2562.1787669865544,10258.90930321532,8000.0,4666,7784.679003462432,3,5740.99677774326,80.0,-80.0,4.511644385317894,0.8574589050788021,0.08068355964955636,-0.08068355964955636,,14.28845205874993,SME,LS+MCMC,0.033765453478358236
10000892,K00892.01,,CANDIDATE,CANDIDATE,0.9159174133555747,0,0,0,0,9.796814751681776,0.0009796814751681776,-0.0009796814751681776,2.7003795152895296,0.1350189757644765,-0.1350189757644765,10969.17490608992,877.5339924871936,-877.5339924871936,0.09441159439002549,6.490525777856516,1.8772201969473739,-1.8772201969473739,0.2784378006036795,26.619393039159082,0.07801658593572226,4.070273667509701,552.6782138758664,22.210220006953193,2185.4671397213206,142,2399.6348379380506,1,4408.5530808616695,200.0,-200.0,4.658702777114677,0.6302659831926051,0.18228847301316548,-0.18228847301316548,0.6600418625698675,11.807686593666343,KIC,LS+MCMC,0.0008072736818219114
10000893,K00893.01,Kepler-1201 b,CONFIRMED,CANDIDATE,0.9606035442430213,0,0,0,0,4.072009908832323,0.00040720099088323227,-0.00040720099088323227,2.793999207345007,0.13969996036725035,-0.13969996036725035,1561.2796564356308,124.90237251485047,-124.90237251485047,0.0357938915553361,4.077218940144052,1.3399423321685113,-1.3399423321685113,0.35437412342570707,10.411269886502978,0.05055837014287542,1.2564487870786571,1179.6420672915592,460.96132070670984,482.4908205484419,343,545.5471515319582,1,5884.732937908755,200.0,-200.0,4.417472152513802,1.0442979747800492,0.34319939261250315,-0.34319939261250315,1.039781275144642,16.31459160572456,KIC,LS,0.2813026403632608
10000894,K00894.01,,CANDIDATE,CANDIDATE,0.7573883048032458,0,0,0,0,0.5340867487894362,5.3408674878943624e-05,-5.3408674878943624e-05,1.1913381578953506,0.05956690789476753,-0.05956690789476753,155.96821256556225,12.47745700524498,-12.47745700524498,0.01141595134760566,1.09132638380306,0.337880047543059,-0.337880047543059,0.4614184269034537,3.038443425547697,0.012383059091846333,2.454332163026555,2782.986064672495,14279.322613314122,133.08924491759785,2621,120.05166933800407,2,7500.0,200.0,-200.0,4.501195978924536,0.8764191658644079,0.27134370965904614,-0.27134370965904614,,12.100540537077467,KIC,LS,0.9021822089933867
10000894,K00894.02,,CANDIDATE,CANDIDATE,0.9360718777733006,0,0,0,0,8.423990172372065,0.0008423990172372065,-0.0008423990172372065,3.3503884821059566,0.16751942410529785,-0.16751942410529785,57.56880045555779,4.605504036444623,-4.605504036444623,0.006793327163405016,0.6494191278053077,0.26260106365930147,-0.26260106365930147,0.10105351157554454,19.109757979150853,0.07788108223343067,1.825244191405273,1109.7087628177815,360.9936319137616,12.369183202036039,166,13.10954366008203,2,7500.0,80.0,-80.0,4.501195978924536,0.8764191658644079,0.3543914789593148,-0.3543914789593148,0.8880566682932312,11.51483551583318,J-K,LS+MCMC,0.14053986505918484
10000895,K00895.01,,FALSE POSITIVE,FALSE POSITIVE,0.08416991482443655,0,1,0,0,5.9395396429438865,0.0005939539642943886,-0.0005939539642943886,3.0034517392739914,0.1501725869636996,-0.1501725869636996,419299.520887504,33543.96167100032,-33543.96167100032,0.6042413095812094,84.07174292643963,7.3519432736378905,-7.3519432736378905,0.6374091754532066,11.64073791060439,0.06904852326806002,0.3505488386968704,1273.0369376182207,625.2122794699615,8000.0,235,7335.775994708105,2,6715.153046135811,80.0,-80.0,4.3218991771150685,1.275583693749083,0.11154781179481725,-0.11154781179481725,1.2449103080369495,15.933518506757025,SME,LS+MCMC,0.3356701800389381
10000895,K00895.02,,CANDIDATE,CANDIDATE,0.9672315709700989,0,0,0,0,7.109668345209411,0.0007109668345209412,-0.0007109668345209412,3.9864586155383255,0.1993229307769163,-0.1993229307769163,8272.125183973352,661.7700147178682,-661.7700147178682,0.08194323234858879,11.401256841156405,5.062368726539537,-5.062368726539537,0.2687463108700533,13.123355160804328,0.07784285679607451,0.682548028481682,1198.9713884509006,491.92484437433734,1934.6624144567904,196,2258.4043933577136,2,6715.153046135811,200.0,-200.0,4.3218991771150685,1.275583693749083,0.5663827321220295,-0.5663827321220295,1.2449103080369495,18.233735192838953,KIC,LS+MCMC,0.14786615189081598
10000896,K00896.01,,FALSE POSITIVE,FALSE POSITIVE,0.07767340268339828,0,1,0,0,4.232458405662888,0.00042324584056628876,-0.00042324584056628876,0.08982528629695895,0.004491264314847947,-0.004491264314847947,184332.81276975715,14746.625021580572,-14746.625021580572,0.4415736143706929,28.010247203181958,3.326876949085027,-3.326876949085027,1.1038872150064192,16.093920614349976,0.04352210847641145,2.176481099141005,990.9990303327187,229.59181280920743,8000.0,330,7674.387995879485,1,6146.513098204747,80.0,-80.0,4.697137569481982,0.5815447609940746,0.06907214513953178,-0.06907214513953178,,12.343258887848307,SME,MCMC,0.881151551464281
10000897,K00897.01,Kepler-1207 b,CONFIRMED,CANDIDATE,0.9271624461958157,0,0,0,0,1.4417532632029597,0.00014417532632029597,-0.00014417532632029597,1.467494550970997,0.07337472754854985,-0.07337472754854985,3750.163187461484,300.01305499691875,-300.01305499691875,0.05775363030369933,6.433266474802874,1.9346729933618136,-1.9346729933618136,0.7090154305914489,5.292779317323879,0.02513450196688278,1.511562211711919,1524.6470835311948,1286.295612826625,1947.6793614641826,971,2224.9710792469473,1,5422.953432032967,200.0,-200.0,4.428145301447324,1.0212253177731991,0.3071125765070511,-0.3071125765070511,,14.661949873786543,KIC,LS+MCMC,0.2599293455148896
10000898,K00898.01,,FALSE POSITIVE,FALSE POSITIVE,0.11877366787637982,0,1,0,0,0.7205903057692388,7.205903057692388e-05,-7.205903057692388e-05,0.9685376448276016,0.04842688224138009,-0.04842688224138009,120136.01005090828,9610.880804072664,-9610.880804072664,0.3264309753979293,27.45450845608216,4.629222029609786,-4.629222029609786,0.7001933587982345,4.057916076666118,0.01454988685872638,2.1535310024618384,1205.7240949807822,503.1010670705293,8000.0,1942,7228.958334871912,1,3755.1226356968273,200.0,-200.0,4.562378238244015,0.7710661369640213,0.130012757403027,-0.130012757403027,0.7913752568895416,18.591075650272312,KIC,LS+MCMC,0.6540124905209539
10000899,K00899.01,,CANDIDATE,CANDIDATE,0.9860487394971114,0,0,0,0,2.447081513619508,0.0002447081513619508,-0.0002447081513619508,1.9800375768644758,0.0990018788432238,-0.0990018788432238,2123.5156418971546,169.88125135177236,-169.88125135177236,0.04124473303853753,3.342571581472133,0.926133728408641,-0.926133728408641,0.08249696110211158,9.409216716575129,0.0325087249835652,3.709981869133001,908.8036447197285,162.3841810450129,846.5332359732512,572,860.8348252599524,1,4309.942243689834,200.0,-200.0,4.580099337514338,0.7429875565463431,0.2058612116849374,-0.2058612116849374,0.7653910618658273,11.457263861567982,KIC,LS+MCMC,0.28293064807733936
10000900,K00900.01,Kepler-1210 b,CONFIRMED,CANDIDATE,0.9659464252304633,0,0,0,0,29.218538341098327,0.0029218538341098327,-0.0029218538341098327,5.4979597820061885,0.27489798910030944,-0.27489798910030944,76.61645584159976,6.129316467327981,-6.129316467327981,0.007942414665410602,0.9434666584986234,0.23650415525991414,-0.23650415525991414,0.37654045557379967,37.61117710652963,0.19046938115670978,1.053079197709824,701.8320513181236,57.75588857979861,8.839049835602477,47,10.28641837721772,1,6654.513570492442,200.0,-200.0,4.397431379372424,1.0890387184534478,0.27299553177961927,-0.27299553177961927,,14.163753453762444,KIC,LS+MCMC,0.8448192754847048
10000901,K00901.01,,CANDIDATE,CANDIDATE,0.9392376556486346,0,0,0,0,10.728593532112207,0.0010728593532112207,-0.0010728593532112207,2.679849412228867,0.13399247061144334,-0.13399247061144334,524.4632036831381,41.957056294651046,-41.957056294651046,0.021139787527553872,1.6864129100341825,0.547503770915035,-0.547503770915035,0.5528727169962938,25.484568546465134,0.0866712042820619,3.0306644689825815,613.6227426380797,33.749649647407615,99.85191425016892,130,117.89341969472582,1,4789.219527887698,200.0,-200.0,4.587633148773283,0.7313623863349489,0.2374410573124033,-0.2374410573124033,0.7546044446630735,15.582890629249665,KIC,LS+MCMC,0.8687628900568661
10000902,K00902.01,Kepler-1212 b,CONFIRMED,CANDIDATE,0.9188206148636233,0,0,0,0,6.614886721202055,0.0006614886721202055,-0.0006614886721202055,1.8997184959848572,0.09498592479924287,-0.09498592479924287,4515.209094521584,361.2167275617267,-361.2167275617267,0.06487343341670543,7.409153528179829,1.8874974405260792,-1.8874974405260792,0.8417539198536386,14.36073972986632,0.0699218269523749,1.230971332372968,831.3347286725135,113.70175612776397,1094.7864878735459,211,1261.9357926901898,1,4870.673111652358,200.0,-200.0,4.416210897411926,1.047058703919352,0.26674040647310543,-0.26674040647310543,1.0422548582804017,13.207343682955457,KIC,LS,0.2519719825421244
10000903,K00903.01,Kepler-1213 b,CONFIRMED,CANDIDATE,0.6882589167921868,0,0,0,0,1.3998582219895799,0.000139985822198958,-0.000139985822198958,1.811152912717375,0.09055764563586877,-0.09055764563586877,326.45146779656966,26.116117423725573,-26.116117423725573,0.016383790414250785,1.683930704798642,0.4088593806141227,-0.4088593806141227,0.36792607888582707,5.490419817612336,0.02405745217532561,1.829900290778514,1477.068329081862,1133.0936973076027,172.0637432925821,1000,200.86183303012643,1,5350.914571884381,200.0,-200.0,4.466581963595576,0.9422782202224039,0.22878571451215257,-0.22878571451215257,,15.982857905126064,KIC,LS+MCMC,0.20738514409504283
10000904,K00904.01,,CANDIDATE,CANDIDATE,0.7750698927009415,0,0,0,0,4.062246344514949,0.00040622463445149493,-0.00040622463445149493,1.1625921198925764,0.058129605994628825,-0.058129605994628825,5575.191715686275,446.01533725490197,-446.01533725490197,0.07279192542599994,6.599102922163113,2.9675429882436832,-2.9675429882436832,0.889520960529575,12.195961716421534,0.047135920492414794,2.3516654300402986,841.6291669587986,119.43911858622475,1725.001374132854,344,1743.402504461928,3,4544.158367038101,200.0,-200.0,4.526540914815272,0.8311339363123438,0.373751662019328,-0.373751662019328,,14.936370667189339,KIC,LS,1.893361326290908
10000904,K00904.02,,FALSE POSITIVE,FALSE POSITIVE,0.05220158412716553,0,0,1,0,24.033581785179088,0.0024033581785179088,-0.0024033581785179088,3.8554007810619004,0.19277003905309503,-0.19277003905309503,1914.4702802859615,153.15762242287693,-153.15762242287693,0.04035730485387903,3.6586751460861255,0.9001341376696118,-0.9001341376696118,0.5460753544600846,39.8949153412614,0.15418903414933616,4.160733510479421,465.33961908610445,11.16204063013034,243.52981929726394,58,270.8482409812359,3,4544.158367038101,80.0,-80.0,4.526540914815272,0.8311339363123438,0.20448167688535487,-0.20448167688535487,0.846650002409745,12.385033434206651,J-K,LS+MCMC,2.8379665865361727
10000904,K00904.03,,CANDIDATE,CANDIDATE,0.6940344876319293,0,0,0,0,16.570997354094196,0.0016570997354094198,-0.0016570997354094198,2.8320780307472764,0.14160390153736382,-0.14160390153736382,811.101159466637,64.88809275733097,-64.88809275733097,0.026895274090002152,2.438246835772211,0.9883680132669145,-0.9883680132669145,0.7174866411944184,31.13658512729625,0.12033914463583363,1.8471227713416478,526.7363789873461,18.324694142792005,124.2548832686568,84,121.37602945127234,3,4544.158367038101,200.0,-200.0,4.526540914815272,0.8311339363123438,0.3369085464768283,-0.3369085464768283,0.846650002409745,12.079755352120767,KIC,LS+MCMC,0.06738114531261115
10000905,K00905.01,,FALSE POSITIVE,FALSE POSITIVE,0.02605547011787378,0,0,1,0,3.4434773155399587,0.0003443477315539959,-0.0003443477315539959,2.153801021652191,0.10769005108260954,-0.10769005108260954,11554.735834390558,924.3788667512447,-924.3788667512447,0.09615337387491753,7.436819313564577,2.9216782019243657,-2.9216782019243657,0.03016588570554013,12.208303770399104,0.04025429961545698,13.13612326205128,813.7599099011461,104.38753460113651,3883.060662752728,406,4546.936629423165,1,4395.908138903527,200.0,-200.0,4.602417806460279,0.7090747542076677,0.2785718148516411,-0.2785718148516411,0.7338762291659101,13.02165632751379,KIC,LS+MCMC,2.1953501006503853
10000906,K00906.01,,FALSE POSITIVE,FALSE POSITIVE,0.06659309540737156,0,1,0,0,0.3,3e-05,-3e-05,0.22585727825621338,0.01129286391281067,-0.01129286391281067,186872.7715375882,14949.821723007057,-14949.821723007057,0.43031798699305457,44.94964742078045,11.118228185865256,-11.118228185865256,0.9814759003879258,1.9440681474286796,0.008657301048810696,1.7552598173031089,2530.3487818711287,9758.544162057282,8000.0,4666,7331.207612312849,1,5454.57333449672,200.0,-200.0,4.458852310184272,0.9576484511949872,0.2368729147651554,-0.2368729147651554,0.9618016096308445,13.300271458847178,KIC,none,0.3760557454401972
10000907,K00907.01,,CANDIDATE,CANDIDATE,0.9140333282275886,0,0,0,0,2.5099022087854745,0.0002509902208785475,-0.0002509902208785475,2.0732589135697985,0.10366294567848994,-0.10366294567848994,728.2621195628606,58.260969565028844,-58.260969565028844,0.02424803522826549,2.1332238405855772,0.5633683372648051,-0.5633683372648051,0.21344707996073164,9.035226056805174,0.03388700155838626,2.3479531726201928,1010.8437720390642,248.54191357285112,286.66329458827556,557,313.0091372731734,1,4697.6234907951675,200.0,-200.0,4.540886917269425,0.806546099163137,0.2130027455010167,-0.2130027455010167,,14.075450853047794,KIC,LS+MCMC,0.23814788177041046
10000908,K00908.01,,FALSE POSITIVE,FALSE POSITIVE,0.0067295653121626055,0,1,0,0,3.413331424870003,0.0003413331424870003,-0.0003413331424870003,0.7296490453258931,0.03648245226629466,-0.03648245226629466,128475.97418542237,10278.07793483379,-10278.07793483379,0.3552927153727893,38.83109952585905,14.459802372637276,-14.459802372637276,0.9638065752206876,9.527742349486223,0.04439332094862656,0.39755320030780295,1012.7555265170489,250.42747006096388,8000.0,410,8000.610264814094,1,4833.083278198995,200.0,-200.0,4.437230055685472,1.0019884273961845,0.37311729043804137,-0.37311729043804137,1.0017894068631947,16.91116435288798,KIC,MCMC,0.27314033582580544
10000909,K00909.01,Kepler-1221 b,CONFIRMED,CANDIDATE,0.9771471083506836,0,0,0,0,1.7308809519403943,0.00017308809519403943,-0.00017308809519403943,1.7581962267415505,0.08790981133707754,-0.08790981133707754,228.50116669655688,18.28009333572455,-18.28009333572455,0.013907120571316519,1.4032690253473574,0.37293917411523647,-0.37293917411523647,0.5236552764571477,6.407155486131018,0.027561523999341458,1.5132789181843735,1225.761342465432,537.3870066968616,108.30975913056758,808,108.54141656590299,1,4796.928076467695,200.0,-200.0,4.475388687972624,0.9250666832514522,0.24584993940696429,-0.24584993940696429,,13.19195950518546,KIC,LS+MCMC,1.3444639765216184
10000910,K00910.01,,FALSE POSITIVE,FALSE POSITIVE,0.12717799010291378,0,1,0,0,3.8149163846621303,0.00038149163846621303,-0.00038149163846621303,1.783864097783937,0.08919320488919685,-0.08919320488919685,100510.93263135268,8040.874610508215,-8040.874610508215,0.29881401595522616,27.466175226461473,4.461316018197328,-4.461316018197328,0.7052071145329043,11.583283735191864,0.04539031138996014,0.5841417075779411,1134.6002207775493,394.489032862342,8000.0,366,8896.51113993163,2,5970.124192451021,200.0,-200.0,4.519945834744589,0.8426874824797641,0.13687727297025973,-0.13687727297025973,0.8572349882251016,14.181165583733897,KIC,LS+MCMC,0.13781654931199022
10000910,K00910.02,,FALSE POSITIVE,FALSE POSITIVE,0.036877617505537856,0,0,1,0,27.288904884973874,0.0027288904884973874,-0.0027288904884973874,4.5489925220624645,0.22744962610312325,-0.22744962610312325,2727.2759993879117,218.18207995103293,-218.18207995103293,0.04727831550302032,4.345694742151785,1.307935827010276,-1.307935827010276,0.34567510970908144,43.00303266229807,0.16851189074511644,9.025382718335155,588.8560874523596,28.622011717873672,325.57331703893516,51,310.33310036345534,2,5970.124192451021,200.0,-200.0,4.519945834744589,0.8426874824797641,0.2536259941632783,-0.2536259941632783,,16.70462050357424,KIC,LS+MCMC,0.8284518949931057
10000911,K00911.01,,FALSE POSITIVE,FALSE POSITIVE,0.012624517274472991,0,0,1,0,6.961017632813428,0.0006961017632813428,-0.0006961017632813428,4.616550253946608,0.2308275126973304,-0.2308275126973304,11153.770714789733,892.3016571831786,-892.3016571831786,0.09492437963124681,16.15984405232143,4.9980563003353415,-4.9980563003353415,0.22050174091317498,11.235523483736658,0.08154305065856753,1.4261152032715003,1020.9949222508359,258.67699536684546,2636.319931593709,201,2674.985972430152,2,5291.086878554179,200.0,-200.0,4.225517441404644,1.5607333789330684,0.4827171148721262,-0.4827171148721262,1.4927801336999118,15.474291082500388,KIC,MCMC,3.129455391946709
10000911,K00911.02,Kepler-1225 b,CONFIRMED,CANDIDATE,0.919778746443707,0,0,0,0,35.99981057540303,0.003599981057540303,-0.003599981057540303,2.2712825988146816,0.11356412994073409,-0.11356412994073409,2332.4498217366845,186.59598573893476,-186.59598573893476,0.047837185614444784,8.143760985685866,2.034486311108409,-2.034486311108409,0.9607271934388089,33.60044013537348,0.24385889950520645,0.6078219310173911,590.401911578723,28.92374332308461,242.42364070308471,38,221.96988486883475,2,5291.086878554179,200.0,-200.0,4.225517441404644,1.5607333789330684,0.3899047013180334,-0.3899047013180334,,14.067803079465259,KIC,LS+MCMC,0.03579810972317135
10000912,K00912.01,,FALSE POSITIVE,FALSE POSITIVE,0.03452484350742943,0,1,0,0,0.6614007549235797,6.614007549235798e-05,-6.614007549235798e-05,0.07670558828100445,0.0038352794140502225,-0.0038352794140502225,254574.65838500523,20365.97267080042,-20365.97267080042,0.5253700596217893,64.37099057133324,10.686903476801234,-10.686903476801234,1.144856025792301,2.9451366304053606,0.015383833326778286,0.9562554772295653,2012.3603125980646,3903.790057639521,8000.0,2116,9533.597769331769,2,5339.285228895532,200.0,-200.0,4.382635418496523,1.123295952366335,0.18649014582923953,-0.18649014582923953,1.110311337783574,13.631388757214022,KIC,LS+MCMC,1.5902783532019193
10000912,K00912.02,,CANDIDATE,CANDIDATE,0.8695211247637068,0,0,0,0,4.535328453395892,0.0004535328453395892,-0.0004535328453395892,2.4388230654203333,0.12194115327101668,-0.12194115327101668,1210.7692323853312,96.8615385908265,-96.8615385908265,0.03258999404633298,3.993090510309126,1.123510817690896,-1.123510817690896,0.6634202192278751,10.630038061515952,0.05552568668882531,1.0397692187395429,1059.2319145760346,299.6592644893156,354.5436990069178,308,382.715274686186,2,5339.285228895532,200.0,-200.0,4.382635418496523,1.123295952366335,0.31605473271735934,-0.31605473271735934,,11.599763664150075,KIC,LS+MCMC,0.1381846093628501
10000913,K00913.01,,CANDIDATE,CANDIDATE,0.9373108653786589,0,0,0,0,0.3320614033384991,3.320614033384991e-05,-3.320614033384991e-05,1.063805266656163,0.05319026333280816,-0.05319026333280816,57.36956593874616,4.589565275099694,-4.589565275099694,0.006891256488306308,0.6752900436546377,0.29620208772453865,-0.29620208772453865,0.40963635223542316,2.1753592114408837,0.009087766479034956,1.996266097908403,2647.580106204397,11696.607472973867,62.08477792078908,4216,58.662893032597154,3,6037.251307577995,80.0,-80.0,4.48937165358492,0.898382436832128,0.3940569772428441,-0.3940569772428441,,13.635701400412817,Solar,LS,1.3814633793166806
10000913,K00913.02,,CANDIDATE,CANDIDATE,0.8638807768871849,0,0,0,0,3.73398471729768,0.00037339847172976803,-0.00037339847172976803,2.3704137549587467,0.11852068774793734,-0.11852068774793734,418.1450303226514,33.45160242581211,-33.45160242581211,0.018621944895428736,1.8248071309937544,0.7827873562388257,-0.7827873562388257,0.42045497992147807,10.918602930138082,0.045613484515358724,1.5108953274183954,1181.7648366978515,464.2882926627452,134.94395637618436,374,158.78802626625122,3,6037.251307577995,200.0,-200.0,4.48937165358492,0.898382436832128,0.38537903577582094,-0.38537903577582094,,17.472734177339692,KIC,LS+MCMC,0.09417184215962089
10000913,K00913.03,,CANDIDATE,CANDIDATE,0.9497290628258662,0,0,0,0,1.3867294645624617,0.00013867294645624617,-0.00013867294645624617,0.5825306716322227,0.029126533581611137,-0.029126533581611137,42.480929518019856,3.3984743614415884,-3.3984743614415884,0.006440729524929101,0.6311418722314959,0.25265794863633356,-0.25265794863633356,0.9506704424023099,5.641308853668612,0.02356709513933346,2.218949899912547,1644.0864915984332,1739.25044500429,22.496290249607693,1009,23.082107463246828,3,6037.251307577995,200.0,-200.0,4.48937165358492,0.898382436832128,0.359639367260458,-0.359639367260458,,12.95078513985796,KIC,LS,0.1858273697851859
10000914,K00914.01,,FALSE POSITIVE,FALSE POSITIVE,0.23377263236480278,0,1,0,0,57.39771725657022,0.005739771725657022,-0.005739771725657022,5.567727228824215,0.27838636144121076,-0.27838636144121076,453807.2583608919,36304.58066887135,-36304.58066887135,0.6283781438166759,71.39844228047204,18.635207333636902,-18.635207333636902,0.6346995476052416,60.85862212348823,0.29479765637662403,0.4628904134899315,445.4137077925198,9.369529717387604,8000.0,24,8999.202305821944,3,5372.164352590354,200.0,-200.0,4.418668346750691,1.0416863815518367,0.2718832663125733,-0.2718832663125733,1.0374407142182478,15.589570373515322,KIC,LS+MCMC,0.34370981762369796
10000914,K00914.02,,FALSE POSITIVE,FALSE POSITIVE,0.0701293952978692,0,0,1,0,14.232658373117548,0.0014232658373117548,-0.0014232658373117548,2.955069653245504,0.1477534826622752,-0.1477534826622752,3909.2070797750075,312.7365663820006,-312.7365663820006,0.05943730903619023,6.7534673512850265,1.3845558746264786,-1.3845558746264786,0.7575002055352321,24.02055578206428,0.116354976539693,1.7189593926206372,708.978573559243,60.144500205888015,646.187319762559,98,626.5056801768221,3,5372.164352590354,200.0,-200.0,4.418668346750691,1.0416863815518367,0.21356037189127217,-0.21356037189127217,1.0374407142182478,12.967072752660757,KIC,LS+MCMC,2.8260137475412943
10000914,K00914.03,Kepler-1233 b,CONFIRMED,CANDIDATE,0.909110274445975,0,0,0,0,37.476991810212866,0.0037476991810212867,-0.0037476991810212867,4.995103845822835,0.24975519229114176,-0.24975519229114176,2566.273293508304,205.30186348066434,-205.30186348066434,0.04704214741888051,5.345087317703208,2.3655511971931116,-2.3655511971931116,0.6011504774197385,45.803871147572785,0.22187281598131883,1.5376881510032716,513.4209004887351,16.540843603368,261.4166891121111,37,285.8822047673139,3,5372.164352590354,200.0,-200.0,4.418668346750691,1.0416863815518367,0.46101444569825323,-0.46101444569825323,,15.241095907898984,KIC,LS+MCMC,0.08545092630864053
10000915,K00915.01,,FALSE POSITIVE,FALSE POSITIVE,0.18172896444585174,0,1,0,0,3.717470558301497,0.0003717470558301497,-0.0003717470558301497,0.8789133604559121,0.043945668022795606,-0.043945668022795606,182752.18553830488,14620.174843064391,-14620.174843064391,0.4198948767336119,34.35638062684231,14.00898416534382,-14.00898416534382,0.924058591099804,12.351261365867476,0.043083639889332816,1.3778879386009935,966.1477654062545,207.4138218428552,8000.0,376,9452.01266690829,3,5249.5716083885445,200.0,-200.0,4.5755292662099585,0.7501293367671166,0.30586894803814607,-0.30586894803814607,0.7720093061227074,15.545293552745258,KIC,LS+MCMC,0.06320150122007111
10000915,K00915.02,,FALSE POSITIVE,FALSE POSITIVE,0.04761387015561508,0,1,0,0,1.4454938741850598,0.000144549387418506,-0.000144549387418506,1.3918260621164615,0.06959130310582308,-0.06959130310582308,238233.94088737498,19058.71527099,-19058.71527099,0.45086577474472533,36.89046241584202,7.695280003388324,-7.695280003388324,0.5587484751356383,6.57996813605061,0.02295222886630077,2.457571072872481,1323.6931287401435,730.8238920055463,8000.0,968,7747.929157571257,3,5249.5716083885445,200.0,-200.0,4.5755292662099585,0.7501293367671166,0.15647554698853675,-0.15647554698853675,0.7720093061227074,13.19787568770705,KIC,LS+MCMC,0.2141524280689707
10000915,K00915.03,,FALSE POSITIVE,FALSE POSITIVE,0.0623568233880111,1,0,0,0,1.373688157918366,0.0001373688157918366,-0.0001373688157918366,2.5830219932963008,0.12915109966481506,-0.12915109966481506,63935.22615514271,5114.818092411417,-5114.818092411417,0.2279608658780815,18.65207391206301,5.179788869477562,-5.179788869477562,0.2805400295048738,6.36021392121001,0.02218568274798126,0.8241392500927878,1346.366658394516,782.1983071343725,13.15849183751509,1019,11.934021887502873,3,5249.5716083885445,200.0,-200.0,4.5755292662099585,0.7501293367671166,0.20831525800152376,-0.20831525800152376,,13.03570937088801,KIC,LS+MCMC,0.22648773008762071
10000916,K00916.01,,FALSE POSITIVE,FALSE POSITIVE,0.13041546174258653,0,1,0,0,11.298871452079014,0.0011298871452079015,-0.0011298871452079015,0.1671702967191968,0.00835851483595984,-0.00835851483595984,156593.56941961258,12527.485553569008,-12527.485553569008,0.4006224309243329,38.66815417236641,12.78353215015873,-12.78353215015873,1.0475285058253614,23.08573576196369,0.0949939934805479,2.1813852657868122,797.3976222875987,96.24168639637051,8000.0,123,9025.535153004483,1,5923.405320013154,200.0,-200.0,4.496602781455327,0.8848863592042407,0.29253977760873423,-0.29253977760873423,,14.94773053492531,KIC,LS+MCMC,0.05477683529393424
10000917,K00917.01,Kepler-1238 b,CONFIRMED,CANDIDATE,0.9763066168198453,0,0,0,0,133.788258630655,0.013378825863065501,-0.013378825863065501,1.4729198090346283,0.07364599045173141,-0.07364599045173141,1822.2771394898357,145.78217115918684,-145.78217115918684,0.042536677860143556,4.2420134749369005,1.4110367799347783,-1.4110367799347783,0.9856285786652085,117.21930323944488,0.49835848453960024,1.6269886913234146,364.5051877252885,4.202215629591622,98.2467502406892,10,105.61086567649832,1,6101.378059201868,200.0,-200.0,4.480993455979286,0.9142770035313039,0.3041193731829008,-0.3041193731829008,0.9225077357087818,15.086192287073418,KIC,LS+MCMC,0.1305968130393233
